NY,11/8/11,"SP&K Construction, Inc., Brooklyn, NY 11235",One worker died and three others were hospitalized when multiple floors collapsed in the structure where they were pouring concrete.,Unknown,40.5860069,-73.9418603,,,
FL,11/8/11,"T. Mar Enterprises S.E., Inc., Brooksville, FL 34604",A construction worker removing paint strips from road was struck and killed by a vehicle.,Unknown,28.4870421,-82.4536115,,,
LA,11/9/11,"Con-Fab Inc., Morgan City, LA 70380",Maintenance worker trying to remove a hose from a forklift was fatally crushed by the forks when the hydraulic pressure was released.,Unknown,29.6993748,-91.20677,,,
NC,11/9/11,"Town of Lucama, Wilson, NC 27893",Worker attempting to move a service pole while inside a bucket truck died after falling more than 50 feet when the pole fell on the bucket.,Unknown,35.6409258,-78.0069639,,,
PA,11/11/11,"FM Home Improvement, Inc., York, PA 17404",Forklift operator was killed when he jumped out of the cab as the forklift tilted sideways and was struck on the head by the extendable arm of the lift.,Unknown,39.9625984,-76.727745,,,
FL,11/11/11,"Gilyard Enterprises, LLC., Palatka, FL 32177",Worker was struck on the head and killed by a log that fell from his load.,Unknown,29.6485801,-81.6375819,,,
NY,11/11/11,"Mamaroneck Tn Hwy Dept., Mamaroneck, NY 10543",Worker was struck and killed by a local government truck in a recycling yard while performing leaf collection.,Unknown,40.9505752,-73.7301331,,,
TX,11/12/11,"C-Steel Erectors, Tiki Island, TX 77554",Worker tightening a nut while sitting on a horizontal beam slipped and fell 14 feet  landing on his head and shoulders.,Unknown,29.2988889,-94.9144444,,,
IN,11/12/11,"Danco Construction, Inc., Evansville, IN 47715",Worker died after falling six feet from a scissor lift.,Unknown,37.961954,-87.4703029,,,
NM,11/12/11,"E-Light Electrical Services, Oil Center, NM 88040",Solar farm worker died after developing a respiratory ailment (Desert Fever) while working in the field.,Unknown,31.6407418,-108.3326648,,,
OH,11/12/11,"J R Excavating, Fairborn, OH 45324",Worker replacing a sewer line inside a trench was killed after natural gas contacted an ignition source causing an explosion and fire.,Unknown,39.8208925,-84.0193789,,,
PA,11/15/11,"Brookman Iron and Metals, Inc., Washington, PA 15301",Worker was crushed after part of a bulldozer bucket being cut for scrap collapsed on him.,Unknown,40.17396,-80.2461714,,,
CA,11/15/11,"Vista Paints, Fullerton, CA 92831",One worker was killed and another hospitalized after being overcome by fumes while using a paint stripping chemical in a confined space.,Unknown,33.85953,-117.89393,,,
IL,11/16/11,"Heneghan Wrecking Company, Chicago, IL 60619",Worker performing building demolition operations was fatally crushed when a section of the wall collapsed on him.,Unknown,41.7458012,-87.6087638,,,
MI,11/16/11,"Leelaunau Fruit Co., Suttons Bay, MI 49682",Worker was asphyxiated in a brine pit while transferring cherries from a brine pit to truck.,Unknown,44.9766663,-85.6506387,,,
IL,11/18/11,"Andrew T. Jacos, Belleville, IL 62220",Worker operating a wood chipper was killed after being pulled into the machine.,Unknown,38.4744782,-89.9906734,,,
GA,11/14/11,"Terry & Joe Baker Farms, LLC., Norman Park, GA 31771",Worker attempting to gain access to a moving trailer slipped and was killed after being run over by another trailer.,Unknown,31.2690741,-83.6871168,,,
OH,11/14/11,"Wertling and Sons, Inc., Burkettsville, OH 45310",Worker died from an apparent electrocution after being found in the boiler room with multiple burns.,Unknown,40.3526743,-84.6433346,,,
MS,11/16/11,"Producers Gin of Belen, Inc., Marks, MS 38646",Worker operating a cotton press was killed when she was hit by parts of the machine after it blew up.,Unknown,34.2565,-90.2720375,,,
FL,11/16/11,"Wm. P Bearne Produce, LLC., Palmetto, FL 34221",Worker was electrocuted when the tractor he was driving touched an overhead power line.,Unknown,27.5214269,-82.5723193,,,
NY,11/20/11,"Northern Lights Auto Service, Inc., Mattydale, NY 13211",Worker was helping a driver whose vehicle was disabled and was struck and killed by a passing tractor trailer.,Unknown,43.0978449,-76.1452021,,,
NC,11/20/11,"Tri-County Electric Membership Corporation, Seven Springs, NC 28578",Worker performing electrical repair was killed when he was thrown from the bucket truck after it was hit by a tractor trailer.,Unknown,35.2273856,-77.8469251,,,
TX,11/21/11,"Texas Highway Maintenance, LLC., Houston, TX 77090",Road worker repairing guardrails was struck and killed by a car.,Unknown,30.0118752,-95.4463322,,,
WI,11/23/11,"Javco Trailer Sales Inc., Franksville, WI 53126",Worker was checking numbers on a trailer and was crushed between two trailers.,Unknown,42.7781495,-88.0020589,,,
PA,11/30/11,"Plaza Shopping Center Inc., dba Plaza House Furniture, Selinsgrove, PA 17870",Warehouse worker died from head trauma after falling from ladder.,Unknown,40.7989735,-76.8621935,,,
NC,11/21/11,"New River Tree Company, Inc., West Jefferson, NC 28694",Worker died when he fell 10 feet from a trailer while unloading trees.,Unknown,36.4037364,-81.4928829,,,
FL,11/23/11,"DBI Services, LLC., Ft. Myers, FL 33905",Road maintenance worker was killed when he was hit by a car.,Unknown,26.6637911,-81.8180424,,,
NC,11/23/11,"Parnell & Son Drywall Inc., Raleigh, NC 27614",Worker making repairs in a church attic without using fall protection died when he fell through the ceiling to the concrete floor.,Unknown,35.9484958,-78.6228504,,,
NY,11/26/11,"81 Saxon Avenue Corp., Bay Shore, NY 11706",Laundry services worker was crushed by a conveyor shuttle.,Unknown,40.7250986,-73.2453946,,,
NY,11/26/11,"United States Department of Agriculture, South Fallsburg, NY 12779",Federal safety inspector died of respiratory system complications.,Unknown,41.7206468,-74.634327,,,
WI,11/28/11,"Vivid Image, Inc., Theresa, WI 53091",Worker died after being exposed to a chemical following a chemical spill.,Unknown,43.5172169,-88.4512114,,,
NC,11/29/11,"Jones County Cotton Gin, Inc, Trenton, NC 28585",Worker was killed after four bales of cotton each weighing 500 pounds fell on top of him.,Unknown,35.079519,-77.386895,,,
FL,11/29/11,"Sigma Services, Inc., Plant City, FL 33596",Worker repairing company's front gate was found unresponsive inside utility vehicle.,Unknown,27.8825312,-82.2474648,,,
AL,11/30/11,"Inoxum, Calvert, AL 36513",Worker operating an overhead crane connected to a roll of steel was crushed between falling and stationary rolls of steel placed in the layout area.,Unknown,31.1575834,-88.0097951,,,
CA,11/30/11,"Nichols Farms, Hanford, CA 93230",Worker was struck and killed by the seal from an over-pressurized diesel fuel tank.,Unknown,36.3274502,-119.6456844,,,
AZ,11/1/11,"Medley Communications, Inc. Sierrra Vista, AZ 85635",Worker died when he fell 18 feet while climbing a ladder.,Unknown,31.588871,-110.2117373,,,
IL,11/24/11,"University of Illinois at Chicago - Medical Center, Chicago, IL 60637",Worker was shot by a co-worker.,Unknown,41.8687168,-87.6719479,,,
FL,12/1/11,"Central Florida Irrigation Services, Inc., Avon Park, FL 33825",Worker loading machinery onto a utility truck was electrocuted when the truck's lift touched an overhead power line.,Unknown,27.5958672,-81.5061862,,,
NV,12/2/11,"Barstow Truck Parts and Equipment Leasing, Inc., Indian Springs, NV 89018",Worker was killed when caught-in between a tractor backing up and a trailer.,Unknown,36.5696826,-115.6705757,,,
CA,12/5/11,"Sharp Roofing, Irvine, CA 92603",Worker removing roofing tiles died after falling 14 feet and striking his head.,Unknown,33.6332102,-117.7959713,,,
NM,12/5/11,"Southwest Concrete and Paving, Deming, NM 88030",Worker died after he slipped and fell while clearing asphault.,Unknown,32.2686981,-107.7586404,,,
PA,12/5/11,"Wexcon, Incorporated, Lancaster, PA 17604",Worker putting paddles in the back of a pickup truck was run over and killed after the driver put the truck in reverse.,Unknown,40.0575816,-76.3369549,,,
TX,12/6/11,"DNH Hedging, LLC., Eagle Pass, TX 78852",Worker died after being struck by a tree-pruning machine he was repairing.,Unknown,28.7091433,-100.4995214,,,
CA,12/8/11,"CAL Strip Industries, Inc., Commerce, CA 90040",Worker died after falling nearly 40 feet from an aerial lift work platform after a bridge crane collided into the lift boom.,Unknown,33.9930471,-118.153228,,,
FL,12/6/11,"Prudencio Pereda, Palm Springs, FL 33461",Worker died when a 3000-pound commercial oven he was loading fell off the manual forklift crushing him.,Unknown,26.6359009,-80.0961538,,,
KY,12/6/11,"Silver Brook Stables, Louisville, KY 40241",Worker died after being kicked by a horse.,Unknown,38.3018831,-85.5766466,,,
FL,12/7/11,"Road Safe Traffic Systems, Naples, FL 33412",Worker picking up road barricades while riding on the back bumper of a company truck died from head injuries when he fell off.,Unknown,26.8008354,-80.2432839,,,
AL,12/8/11,"The Davey Tree Expert Company, Pratville, AL 36067",Worker was trimming around power lines when he was struck and killed by a falling limb.,Unknown,32.4446644,-86.5400674,,,
GA,12/9/11,"Action Electric Co., Inc., Smyrna, GA 30080",Worker installing a cooling fan died when the fan fell pinning him underneath it.,Unknown,33.8690965,-84.4959985,,,
PA,12/10/11,"Deer Country Farm & Lawn Equipment, Inc., Mohnton, PA 19540",Worker disassembling the head piece of a forage harvester was killed when the machine tipped over crushing him.,Unknown,40.2859255,-75.9843804,,,
PA,12/10/11,"Highlands Drilling, LLC., Wellsboro, PA 16901",Worker walking alongside a forklift was run over and killed when he fell, landing in front of the forklift's rear tire.,Unknown,41.7486838,-77.3005304,,
OH,12/12/11,"BJ's Wholesale Club, Avon, OH 44011",Worker was found slumped over a guardrail.,Unknown,41.4517093,-82.0354225,,,
IL,12/12/11,"Quality Scapes, Inc., Streamwood, IL 60107",Worker was crushed by an auger inside a salt truck.,Unknown,42.0255827,-88.1784085,,,
FL,12/12/11,"Reillys Tree Cutting Service, Deerfield Beach, FL 33441",Worker trimming trees was electrocuted after contacting a high voltage line.,Unknown,26.3058811,-80.0926014,,,
LA,11/22/11,"Paramount Pictures, New Orleans, LA 70129",Worker died of head injuries when he fell out of a scissor lift that tipped over.,Unknown,30.0895241,-89.8317729,,,
MI,11/28/11,"Ethical Exteriors, Ann Arbor, MI 48198",Worker died after falling nearly 50 feet from a ladder.,Unknown,42.2728525,-83.570964,,,
TX,12/2/11,"Carlos & Carla LLC., Grand Prairie, TX 75050",Worker using a 40-foot ladder to hang Christmas lights was electrocuted when the ladder touched an overhead power line.,Unknown,32.7811446,-97.0175879,,,
CA,12/6/11,"Four Leaf Construction, Palo Alto, CA 94301",Worker fell in an elevator shaft.,Unknown,37.4457966,-122.1575745,,,
PR,12/8/11,"Best Way Transport Inc., Cayey, PR 00736",Worker was crushed between a trailer and a door.,Unknown,18.0786207,-66.1653224,,,
LA,12/14/11,"Roofing Louisiana General Contractors, Lafayette, LA 70508",Worker installing shingles on a roof died when he fell nearly 20 feet to the ground.,Unknown,30.154741,-92.037116,,,
NY,12/14/11,"Young & Rubicam, New York, NY 10017",Worker was crushed between the passenger elevator car and the shaft wall.,Unknown,40.7519846,-73.9697795,,,
TX,12/15/11,"Reynolds Transportation, Inc., Cameron, TX 76520",Worker died after being struck and dragged 400 ft by a tractor trailer while walking in a parking lot during heavy rain.,Unknown,30.8532454,-96.9769304,,,
NJ,12/16/11,"Airserv Corporation, Union, NJ 07083",Worker was struck and killed by a bus.,Unknown,40.6843079,-74.2531465,,,
PR,12/16/11,"Frank Carradero, dba Frankie Tier Center, Humacao, PR 00791",Worker adding air to a tire was killed when it exploded, propelling him through the building's roof.,Unknown,18.1551337,-65.8203943,,
MI,12/20/11,"Mead Brothers Excavating, Ann Arbor, MI 48104",Worker was crushed beneath a hydraulic excavator.,Unknown,42.2660881,-83.7146001,,,
OH,12/20/11,"Rumpke of Ohio, Inc., Dayton, OH 45402",Worker sweeping up pieces of paper was killed when six bales of paper fell on him.,Unknown,39.7574433,-84.2094347,,,
PA,12/21/11,"Silgan Plastics Corporation, Langhorne, PA 19047",Worker was struck and killed by the cab of a tractor trailer truck that was being moved.,Unknown,40.1745538,-74.9226665,,,
MA,12/16/11,"Tribe Mediterranean Foods, Inc., Taunton, MA 02780",Worker cleaning the pump feeder skid machine was pulled into it and crushed between the machine's two augers.,Unknown,41.9241038,-71.121085,,,
FL,12/18/11,"Traffic Services, Inc., Palm Harbor, FL 33772",Worker moving traffic control equipment from one side of the street was struck and killed by a vehicle.,Unknown,27.8480989,-82.7940297,,,
WI,12/25/11,"Cardinal FG Company, Portage, WI 53901",Worker was crushed by a glass plate that fell on him while unloading.,Unknown,43.5391486,-89.4626202,,,
FL,12/26/11,"Broadcast Tower & Antenna Services, Bonita Springs, FL 34135",Worker was electrocuted while repairing a beacon at the top of a communications tower.,Unknown,26.3582748,-81.7458845,,,
IL,12/28/11,"E Z Roofing, Inc., O'Fallon, IL 62269",Worker performing roofing activities died when he fell more than two stories to the concrete.,Unknown,38.592323,-89.910991,,,
FL,12/28/11,"JFS Food Mart, Seminole, FL 33772",Worker was shot during a robbery.,Unknown,27.8480989,-82.7940297,,,
FL,12/28/11,"Johnson Harvesting, Inc., Arcadia, FL 34266",Worker was picking oranges and died after falling from a ladder.,Unknown,27.2158826,-81.8584164,,,
CA,11/16/11,"Ventura Transfer, Carson, CA 90810",Worker died after being struck by a trailer.,Unknown,33.8113701,-118.2234229,,,
CA,12/6/11,"Summit Equipment Rental, San Diego, CA 92154",Worker operating a boom lift died from head injuries when lift tipped over.,Unknown,32.5967198,-116.9028125,,,
NE,12/7/11,"Eaton Corporation, Kearney, NE 68848",Worker was caught between bar steel feeder and press.,Unknown,40.6992353,-99.0747701,,,
MO,12/20/11,"Ameren UE, Labadie, MO 63055",Worker died after falling 80 feet from a scaffold.,Unknown,38.5345427,-90.8389252,,,
ND,12/20/11,"CR Petersen, Inc., Dickinson, ND 58601",Worker was engulfed when the sewer and water trench he was digging caved in.,Unknown,46.8791756,-102.7896242,,,
NC,12/23/11,"Schwerman Trucking Company, Raleigh, NC 27610",Worker transferring a product from a tanker died from injuries when a pressurized vessel cover struck him, causing him to fall.,Unknown,35.7482425,-78.5547283,,
TX,12/24/11,"Highway Technologies, Inc., DeKalb, TX 75559",Highway worker died from head injuries after falling off the back of truck.,Unknown,33.5087256,-94.616319,,,
NY,12/27/11,"JP Salvage, Staten Island, NY 10309",Worker died after he fell from an elevated platform.,Unknown,40.5265593,-74.223802,,,
MN,12/28/11,"Volt Workforce Solutions, St. Paul, MN 55107",Worker stripping and waxing floors died from a heart attack. There will be no OSHA inspection.,Unknown,44.9309348,-93.0676373,,,
FL,12/29/11,"Native Power, Inc., Jupiter, FL 33477",Worker removing a phone line was electrocuted when he cut into a live power line.,Unknown,26.911947,-80.0814292,,,
NY,12/30/11,"Burt's Reliable Inc., Southold, NY 11971",Worker died from burns after heating a valve with a torch during a fuel transfer operation.,Unknown,41.0648222,-72.4261962,,,
OH,12/30/11,"Hammacher, Schiemmer & Establishment DBA, West Chester, OH 45069",Worker died after slipping and falling off a commercial building roof.,Unknown,39.341965,-84.406761,,,
CA,12/30/11,"Young Life Challenge, CA 95925",Worker died from a stroke.,Unknown,39.4828107,-121.1538564,,,
TX,1/3/12,"Certifit, Inc., San Antonio, TX 78218",Worker was struck and killed by a commercial vehicle near the delivery ramp.,Unknown,29.4895776,-98.385532,,,
FL,1/3/12,"Krush Sports & Entertainment, Inc., Brooksville, FL 34602",Worker drowned while collecting golf balls from the bottom of a golf course pond.,Unknown,28.4772925,-82.2800546,,,
NC,1/3/12,"TA Operating, LLC, Hillsborough, NC 27278",Worker was struck and killed by a metal pry bar when working on the brakes of a vehicle.,Unknown,36.0754183,-79.0997347,,,
KS,1/4/12,"Leonard Getty, St. John, KS 67576",Worker was operating a skid steer loader and slipped out of the loader, crushing the left side of his chest.,Unknown,38.0022371,-98.7600887,,
MS,1/4/12,"MDR Construction, Moselle, MS 39459",Worker was electrocuted while performing overhead powerline construction.,Unknown,31.5122762,-89.3037147,,,
LA,1/4/12,"Southern Tire Mart, New Orleans, LA 70123",Worker was crushed when the forklift he was operating overturned.,Unknown,29.9392154,-90.1963364,,,
LA,1/5/12,"Dreher Contracting, LLC., Bastrop, LA 71220",Worker delivering a load of rocks in a Bob truck was crushed between the bed and cab.,Unknown,32.7562463,-91.8723497,,,
PA,10/2/11,"Father & Sons Pizza, Philadelphia, PA 19125",Worker unloading cases of soda from a delivery truck was killed when the truck door hit him on the head, causing him to fall and hit his head on the concrete.,Unknown,39.9793657,-75.1253492,,
NJ,12/14/11,"Chanel, Inc., Piscataway, NJ 08854",Worker was caught between a forklift and a storage rack.,Unknown,40.5397222,-74.4663889,,,
MS,12/20/11,"Bowllin Logging, Brookhaven, MS 39601",Worker was struck and killed by a tree he was cutting down.,Unknown,31.5790588,-90.4406506,,,
TX,12/23/11,"Humphrey & Associates, Inc., Dallas, TX 75229",Worker performing electrical contract work suffered a heart attack.,Unknown,32.8958284,-96.8726295,,,
WA,1/5/12,"Novirtus Transport, Tacoma, WA 98421",Worker was killed after being caught between a truck's driveshaft.,Unknown,47.2634707,-122.3868725,,,
FL,1/6/12,"Bernard Egan & Company, Ft. Pierce, FL 34946",Truck repairman was killed when the truck he was repairing fell on him.,Unknown,27.5073481,-80.3547286,,,
TX,1/6/12,"Fry Roofing, Inc., San Antonio, TX 78266",Worker repairing a roof died after he fell approximately 25 feet to the concrete ground.,Unknown,29.6318718,-98.3197946,,,
TX,1/6/12,"Levco Construction, Incorporated, Houston, TX 77072",Worker installing a stormwater drainage pipe inside a trench was buried under soil when the trench collapsed.,Unknown,29.7002646,-95.587986,,,
ND,1/7/12,"Across Big Sky Flow Testing, LLC, Killdeer, ND 58640",Worker switching tanks at a flow testing facility was found dead on the catwalk of a tank battery.,Unknown,47.3719582,-102.7540751,,,
FL,1/10/12,"Southwest Signal, Inc., Tampa, FL 33619",Worker was struck and killed by a passing vehicle.,Unknown,27.9363828,-82.3777335,,,
OH,1/10/12,"Toxco, Inc., Lancaster, OH 43130",Worker changing a tire on earthmoving equipment was crushed between a block of wood and the equipment.,Unknown,39.7136754,-82.5993294,,,
MI,1/11/12,"U.S. Customs and Border Protection, Trenton, MI 48183",Worker committed suicide inside a service vehicle with a service-issued firearm.,Unknown,42.1394858,-83.1782587,,,
MS,12/12/11,"Oilfield Service & Supply Company Inc., Laurel, MS 39443",Worker was removing a ladder stuck in mud and briars. The ladder flew up and hit the worker on the back, fatally injuring the worker.,Unknown,31.6940509,-89.1306124,,
CA,1/4/12,"California Department of Corrections, San Luis Obispo, CA 93405",Worker was on a training hike when he collapsed.,Unknown,35.2827524,-120.6596156,,,
WY,1/9/12,"Wardcraft Homes, Inc., Moose, WY 83012",Worker fell 15 feet while dismantling a make-shift scaffold.,Unknown,43.7570644,-110.6417998,,,
CA,1/11/12,"Discount Tires, Turlock, CA 95380",After a jack broke, vehicle fell on worker.,Unknown,37.4946568,-120.8465941,,
MA,1/11/12,"Dmitry Ivanov, West Springfield, MA 01089",Worker fell through floor openings from the second floor to the basement.,Unknown,42.1070383,-72.6203675,,,
CA,1/12/12,"Bushwacker Brush Removal, Nevada City, CA 95959",Worker was decapitated after being entangled in a rope caught in a wood chipper.,Unknown,39.2615606,-121.0160594,,,
PA,1/16/12,"Cronimet Corporation, Aliquippa, PA 15001",Worker was struck and killed by a powered industrial truck.,Unknown,40.615537,-80.2621852,,,
